Day,StartTime,EndTime,Course,Teacher,Room
THURSDAY,11:00,11:50,Linear Algebra and Calculus,New Faculty Mathematics (NS-NF-4),D209
WEDNESDAY,14:00,14:50,Linear Algebra and Calculus,New Faculty Mathematics (NS-NF-4),A210
TUESDAY,09:00,09:50,Linear Algebra and Calculus,New Faculty Mathematics (NS-NF-4),A108
THURSDAY,15:00,15:50,Linear Algebra and Calculus,New Faculty Mathematics (NS-NF-4),D109
WEDNESDAY,11:00,11:50,Technical Communication -I,New Faculty English (NS-NFE-1),B405
MONDAY,10:00,10:50,Technical Communication -I,New Faculty English (NS-NFE-1),A302
TUESDAY,08:00,08:50,Programming using C,CSE-CS-NF1,D611
TUESDAY,11:00,11:50,Programming using C,CSE-CS-NF1,D409
WEDNESDAY,09:00,09:50,Programming using C,CSE-CS-NF1,C103
MONDAY,13:20,15:00,Programming using C,CSE-CS-NF1,JL2
MONDAY,11:50,13:20,Programming using C,CSE-CS-NF1,JR3
FRIDAY,11:50,13:20,Programming using C,CSE-CS-NF1,KFL03
WEDNESDAY,11:50,13:20,Programming using C,CSE-CS-NF1,TLGL3
THURSDAY,13:00,13:50,Indian Constitution and Freedom Movement,New Faculty English (NS-NFE-3),D209
WEDNESDAY,15:00,15:50,Indian Constitution and Freedom Movement,New Faculty English (NS-NFE-3),C103
THURSDAY,16:00,16:50,Indian Constitution and Freedom Movement,New Faculty English (NS-NFE-3),D109
TUESDAY,11:50,13:20,Engineering Practices - Civil & Mechanical,CSE-CS-NF2,Machine Shop FF3 - EPL - 3
MONDAY,11:50,13:20,Engineering Practices - Civil & Mechanical,CSE-CS-NF2,Machine Shop FF3 - EPL - 3
MONDAY,11:00,11:50,Basic Electrical and Electronics Engineering,Ms. A Sowmiya,A108
FRIDAY,09:00,09:50,Basic Electrical and Electronics Engineering,Ms. A Sowmiya,B405
TUESDAY,10:00,10:50,Basic Electrical and Electronics Engineering,Ms. A Sowmiya,A210
THURSDAY,09:00,09:50,Basic Electrical and Electronics Engineering,Ms. A Sowmiya,Basic Electronics Lab-1
FRIDAY,16:00,16:50,Basic Electrical and Electronics Engineering,Ms. A Sowmiya,Basic Electronics Lab-1
FRIDAY,15:00,15:50,Physics for Information Science,Dr. G Ahilandeswari,C103
MONDAY,16:00,16:50,Physics for Information Science,Dr. G Ahilandeswari,B405
WEDNESDAY,10:00,10:50,Physics for Information Science,Dr. G Ahilandeswari,D109
FRIDAY,13:20,15:00,Physics for Information Science,Dr. G Ahilandeswari,Physics LAB - 2
TUESDAY,14:00,14:50,Heritage Of Tamils,New Faculty English (NS-NFE-1),A102
