Day,StartTime,EndTime,Course,Teacher,Room
MONDAY,11:00,11:50,Heritage Of Tamils,New Faculty English (NS-NFE-1),D612
WEDNESDAY,15:00,15:50,Programming using C,CSE-NF3,B412
FRIDAY,13:00,13:50,Programming using C,CSE-NF3,B213
TUESDAY,10:00,10:50,Programming using C,CSE-NF3,B425
WEDNESDAY,10:00,11:40,Programming using C,CSE-NF3,TLFL4
WEDNESDAY,08:00,09:40,Programming using C,CSE-NF3,JR1
MONDAY,11:50,13:20,Programming using C,CSE-NF3,TLGL1
TUESDAY,11:50,13:20,Programming using C,CSE-NF3,TLFR1
MONDAY,14:00,14:50,Physics for Information Science,Mr. Vijayanarasimhan K,B401
MONDAY,09:00,09:50,Physics for Information Science,Mr. Vijayanarasimhan K,B401
FRIDAY,15:00,15:50,Physics for Information Science,Mr. Vijayanarasimhan K,A302
FRIDAY,08:00,09:40,Physics for Information Science,Mr. Vijayanarasimhan K,Physics LAB - 1
TUESDAY,14:00,14:50,Indian Constitution and Freedom Movement,Mr. Hastin Fernandez,B210
THURSDAY,08:00,08:50,Indian Constitution and Freedom Movement,Mr. Hastin Fernandez,B213
THURSDAY,14:00,14:50,Indian Constitution and Freedom Movement,Mr. Hastin Fernandez,B213
TUESDAY,15:00,15:50,Basic Electrical and Electronics Engineering,Ms. J C Vinitha,B408
MONDAY,10:00,10:50,Basic Electrical and Electronics Engineering,Ms. J C Vinitha,B425
THURSDAY,10:00,10:50,Basic Electrical and Electronics Engineering,Ms. J C Vinitha,D610
THURSDAY,13:00,13:50,Basic Electrical and Electronics Engineering,Ms. J C Vinitha,Basic Electronics Lab-1
WEDNESDAY,11:00,11:50,Basic Electrical and Electronics Engineering,Ms. J C Vinitha,Basic Electronics Lab-1
WEDNESDAY,12:00,12:50,Technical Communication -I,Mr. Vijay Muthuswamy,B412
FRIDAY,11:00,11:50,Technical Communication -I,Mr. Vijay Muthuswamy,A108
MONDAY,15:00,16:40,Engineering Practices - Civil & Mechanical,CSE-NF1,Machine Shop FF1 - EPL - 1
TUESDAY,08:00,09:40,Engineering Practices - Civil & Mechanical,CSE-NF1,Machine Shop FF1 - EPL - 1
