Day,StartTime,EndTime,Course,Teacher,Room
TUESDAY,16:00,16:50,Heritage Of Tamils,Ms. Raghavi K K,B416
MONDAY,12:00,12:50,Engineering Graphics,Mr. M.S.Natarajan,D205
MONDAY,12:00,12:50,Engineering Graphics,Mr. M.S.Natarajan,D205
MONDAY,12:00,12:50,Engineering Graphics,Mr. M.S.Natarajan,D205
MONDAY,12:00,12:50,Engineering Graphics,Mr. M.S.Natarajan,D205
MONDAY,12:00,12:50,Engineering Graphics,Mr. M.S.Natarajan,D205
MONDAY,12:00,12:50,Engineering Graphics,Mr. M.S.Natarajan,D205
THURSDAY,15:00,16:40,Engineering Practices - Civil & Mechanical,Mr. Dr. A. Rajkumar,Machine Shop FF1 - EPL - 1
MONDAY,10:00,11:40,Engineering Practices - Civil & Mechanical,Mr. Dr. A. Rajkumar,Machine Shop FF1 - EPL - 1
MONDAY,09:00,09:50,Physics for Chemical Engineering,Mr. Anumantha Kannan G,B325
TUESDAY,14:00,14:50,Physics for Chemical Engineering,Mr. Anumantha Kannan G,B325
THURSDAY,14:00,14:50,Physics for Chemical Engineering,Mr. Anumantha Kannan G,B401
MONDAY,15:00,15:50,Technical Communication -I,Ms. Malikunnisha Mohamed Noorullah,A209
MONDAY,16:00,16:50,Technical Communication -I,Ms. Malikunnisha Mohamed Noorullah,D302
THURSDAY,09:00,09:50,Environmental Science and Engineering,Ms. Dr. Saraswathi Kothandan,A205
MONDAY,13:00,13:50,Environmental Science and Engineering,Ms. Dr. Saraswathi Kothandan,A302
MONDAY,14:00,14:50,Environmental Science and Engineering,Ms. Dr. Saraswathi Kothandan,C302
THURSDAY,10:00,10:50,Algebra and Calculus,Mrs. V. Shakila,D512
TUESDAY,10:00,10:50,Algebra and Calculus,Mrs. V. Shakila,B322
THURSDAY,12:00,12:50,Algebra and Calculus,Mrs. V. Shakila,A209
THURSDAY,11:00,11:50,Algebra and Calculus,Mrs. V. Shakila,A209
