Day,StartTime,EndTime,Course,Teacher,Room
THURSDAY,10:00,10:50,Physics for Information Science,Mr. Senthilkumar K,B405
SATURDAY,10:00,10:50,Physics for Information Science,Mr. Senthilkumar K,A209
SATURDAY,15:00,15:50,Physics for Information Science,Mr. Senthilkumar K,D309
SATURDAY,11:50,13:20,Physics for Information Science,Mr. Senthilkumar K,Physics LAB - 1
TUESDAY,10:00,11:40,Engineering Practices – Electrical and Electronics,Mr. A.E. Prabhu,Engineering Practices Lab (Electronics)
THURSDAY,08:00,09:40,Engineering Practices – Electrical and Electronics,Mr. A.E. Prabhu,Engineering Practices Lab (Electrical)
TUESDAY,09:00,09:50,Basic Electrical and Electronics Engineering,Dr. Dhandayuthapani S,D309
SATURDAY,11:00,11:50,Basic Electrical and Electronics Engineering,Dr. Dhandayuthapani S,D711
SATURDAY,08:00,08:50,Basic Electrical and Electronics Engineering,Dr. Dhandayuthapani S,B426
THURSDAY,08:00,09:40,Basic Electrical and Electronics Engineering,Dr. Dhandayuthapani S,Basic Electronics Lab-1
WEDNESDAY,11:50,13:20,Basic Electrical and Electronics Engineering,Dr. Dhandayuthapani S,Basic Electronics Lab-1
THURSDAY,15:00,15:50,Programming using C,AIML NS3,D711
TUESDAY,08:00,08:50,Programming using C,AIML NS3,A108
FRIDAY,14:00,14:50,Programming using C,AIML NS3,B405
THURSDAY,11:50,13:20,Programming using C,AIML NS3,TLFR5
FRIDAY,08:00,09:40,Programming using C,AIML NS3,TLGL3
FRIDAY,10:00,11:40,Programming using C,AIML NS3,TLGL3
TUESDAY,11:50,13:20,Programming using C,AIML NS3,KFR01
FRIDAY,13:00,13:50,Indian Constitution and Freedom Movement,Mr. Jebaraj Kabriel,D205
WEDNESDAY,10:00,10:50,Indian Constitution and Freedom Movement,Mr. Jebaraj Kabriel,A108
THURSDAY,14:00,14:50,Indian Constitution and Freedom Movement,Mr. Jebaraj Kabriel,A209
FRIDAY,12:00,12:50,Heritage Of Tamils,Mr. Vijayanarasimhan K,D309
WEDNESDAY,14:00,14:50,Mathematical Foundations for AI,Mrs. J.Julie,B409
WEDNESDAY,15:00,15:50,Mathematical Foundations for AI,Mrs. J.Julie,B425
FRIDAY,15:00,15:50,Mathematical Foundations for AI,Mrs. J.Julie,A209
WEDNESDAY,11:00,11:50,Mathematical Foundations for AI,Mrs. J.Julie,B425
TUESDAY,15:00,15:50,Technical Communication -I,Mrs. G.Janet,B423
WEDNESDAY,16:00,16:50,Technical Communication -I,Mrs. G.Janet,A209
