Day,StartTime,EndTime,Course,Teacher,Room
FRIDAY,08:00,08:50,Physics for Information Science,Mrs. Dr R Kavitha,B302
SATURDAY,15:00,15:50,Physics for Information Science,Mrs. Dr R Kavitha,B412
SATURDAY,14:00,14:50,Physics for Information Science,Mrs. Dr R Kavitha,D612
THURSDAY,11:50,13:20,Physics for Information Science,Mrs. Dr R Kavitha,Physics LAB - 2
THURSDAY,10:00,11:40,Engineering Practices – Electrical and Electronics,Dr. R Jeevani,Engineering Practices Lab (Electrical)
WEDNESDAY,13:20,15:00,Engineering Practices – Electrical and Electronics,Dr. R Jeevani,Engineering Practices Lab (Electrical)
FRIDAY,15:00,15:50,Basic Electrical and Electronics Engineering,Mr. Santhanakrishnan T,B412
FRIDAY,11:00,11:50,Basic Electrical and Electronics Engineering,Mr. Santhanakrishnan T,D703
TUESDAY,12:00,12:50,Basic Electrical and Electronics Engineering,Mr. Santhanakrishnan T,D702
SATURDAY,08:00,09:40,Basic Electrical and Electronics Engineering,Mr. Santhanakrishnan T,Basic Electronics Lab-1
FRIDAY,10:00,10:50,Basic Electrical and Electronics Engineering,Mr. Santhanakrishnan T,Basic Electronics Lab-1
TUESDAY,13:00,13:50,Programming using C,AIML NS2,C201
THURSDAY,15:00,15:50,Programming using C,AIML NS2,D512
THURSDAY,14:00,14:50,Programming using C,AIML NS2,C307
WEDNESDAY,13:20,15:00,Programming using C,AIML NS2,KSL03
WEDNESDAY,11:50,13:20,Programming using C,AIML NS2,JR1
THURSDAY,10:00,11:40,Programming using C,AIML NS2,TLGL2
TUESDAY,10:00,11:40,Programming using C,AIML NS2,JL2
THURSDAY,16:00,16:50,Indian Constitution and Freedom Movement,Mrs. Dr. B.Lakshmi,A102
TUESDAY,15:00,15:50,Indian Constitution and Freedom Movement,Mrs. Dr. B.Lakshmi,A302
FRIDAY,09:00,09:50,Indian Constitution and Freedom Movement,Mrs. Dr. B.Lakshmi,B302
WEDNESDAY,08:00,08:50,Heritage Of Tamils,Mrs. Renuka B S,D612
WEDNESDAY,11:00,11:50,Mathematical Foundations for AI,Mr. Dr. K. Mageshwaran,B401
TUESDAY,08:00,08:50,Mathematical Foundations for AI,Mr. Dr. K. Mageshwaran,A110
FRIDAY,14:00,14:50,Mathematical Foundations for AI,Mr. Dr. K. Mageshwaran,C307
WEDNESDAY,10:00,10:50,Mathematical Foundations for AI,Mr. Dr. K. Mageshwaran,A110
SATURDAY,13:00,13:50,Technical Communication -I,Dr. Sri Hari. G,A102
SATURDAY,11:00,11:50,Technical Communication -I,Dr. Sri Hari. G,C307
