Day,StartTime,EndTime,Course,Teacher,Room
TUESDAY,14:00,14:50,Heritage Of Tamils,Mrs. G.Janet,D109
TUESDAY,08:00,08:50,Programming using C,Dr. Duraipandian N,C103
MONDAY,15:00,15:50,Programming using C,Dr. Duraipandian N,D702
TUESDAY,10:00,10:50,Programming using C,Dr. Duraipandian N,D211
FRIDAY,11:50,13:20,Programming using C,Dr. Duraipandian N,TLFR1
MONDAY,08:00,09:40,Programming using C,Dr. Duraipandian N,TLGL3
WEDNESDAY,13:20,15:00,Programming using C,Dr. Duraipandian N,KFL03
FRIDAY,08:00,09:40,Programming using C,Dr. Duraipandian N,TLFL5
WEDNESDAY,08:00,08:50,Physics for Information Science,Mrs. Dr Muthupradeepa R,B302
TUESDAY,11:00,11:50,Physics for Information Science,Mrs. Dr Muthupradeepa R,D702
WEDNESDAY,11:00,11:50,Physics for Information Science,Mrs. Dr Muthupradeepa R,B322
FRIDAY,13:20,15:00,Physics for Information Science,Mrs. Dr Muthupradeepa R,Physics LAB - 1
WEDNESDAY,15:00,15:50,Indian Constitution and Freedom Movement,Mr. Dinakaran S,D409
TUESDAY,09:00,09:50,Indian Constitution and Freedom Movement,Mr. Dinakaran S,B322
FRIDAY,11:00,11:50,Indian Constitution and Freedom Movement,Mr. Dinakaran S,A305
WEDNESDAY,09:00,09:50,Basic Electrical and Electronics Engineering,Dr. Kandaswamy K V,D711
MONDAY,14:00,14:50,Basic Electrical and Electronics Engineering,Dr. Kandaswamy K V,D405
THURSDAY,09:00,09:50,Basic Electrical and Electronics Engineering,Dr. Kandaswamy K V,B302
TUESDAY,15:00,15:50,Basic Electrical and Electronics Engineering,Dr. Kandaswamy K V,Basic Electronics Lab-1
MONDAY,10:00,11:40,Basic Electrical and Electronics Engineering,Dr. Kandaswamy K V,Basic Electronics Lab-1
WEDNESDAY,12:00,12:50,Technical Communication -I,Mrs. Alamelu G,D405
THURSDAY,14:00,14:50,Technical Communication -I,Mrs. Alamelu G,D109
THURSDAY,10:00,11:40,Engineering Practices - Civil & Mechanical,Mr. Dr.S.Dhandapani,Machine Shop FF1 - EPL - 1
MONDAY,08:00,09:40,Engineering Practices - Civil & Mechanical,Mr. Dr.S.Dhandapani,Machine Shop FF1 - EPL - 1
