Day,StartTime,EndTime,Course,Teacher,Room
FRIDAY,15:00,15:50,Design Drawing and Sketching,Mr. S Pradeep Kumar,D311
TUESDAY,11:00,11:50,Design Drawing and Sketching,Mr. S Pradeep Kumar,B402
FRIDAY,09:00,09:50,Design Drawing and Sketching,Mr. S Pradeep Kumar,B222
MONDAY,15:00,16:40,Engineering Practices – Electrical and Electronics,Dr. S R Balaji,Engineering Practices Lab (Electrical)
MONDAY,13:20,15:00,Engineering Practices – Electrical and Electronics,Dr. S R Balaji,Engineering Practices Lab (Electrical)
THURSDAY,16:00,16:50,Technical Communication -I,Mrs. Renuka B S,B416
FRIDAY,11:00,11:50,Technical Communication -I,Mrs. Renuka B S,A211
WEDNESDAY,11:00,11:50,Mathematics for Design,New Faculty Mathematics (NS-NF-1),B222
WEDNESDAY,08:00,08:50,Mathematics for Design,New Faculty Mathematics (NS-NF-1),D311
WEDNESDAY,10:00,10:50,Mathematics for Design,New Faculty Mathematics (NS-NF-1),B404
TUESDAY,08:00,08:50,Mathematics for Design,New Faculty Mathematics (NS-NF-1),D109
TUESDAY,09:00,09:50,Heritage Of Tamils,Mrs. Andria Babu,D109
THURSDAY,09:00,09:50,Programming using C,Mrs. Revathy Padmanabhan,B402
TUESDAY,10:00,10:50,Programming using C,Mrs. Revathy Padmanabhan,D611
MONDAY,09:00,09:50,Programming using C,Mrs. Revathy Padmanabhan,B404
TUESDAY,11:50,13:20,Programming using C,Mrs. Revathy Padmanabhan,TLFL5
FRIDAY,13:20,15:00,Programming using C,Mrs. Revathy Padmanabhan,JL3
WEDNESDAY,13:20,15:00,Programming using C,Mrs. Revathy Padmanabhan,TLFL3
TUESDAY,13:20,15:00,Programming using C,Mrs. Revathy Padmanabhan,TLFL4
MONDAY,10:00,10:50,Physics for Information Science,Dr. R.Bhavani,B322
MONDAY,12:00,12:50,Physics for Information Science,Dr. R.Bhavani,D611
MONDAY,11:00,11:50,Physics for Information Science,Dr. R.Bhavani,B402
THURSDAY,13:20,15:00,Physics for Information Science,Dr. R.Bhavani,Physics LAB - 1
FRIDAY,12:00,12:50,Indian Constitution and Freedom Movement,Mrs. Sharmila B,D311
THURSDAY,11:00,11:50,Indian Constitution and Freedom Movement,Mrs. Sharmila B,D711
WEDNESDAY,15:00,15:50,Indian Constitution and Freedom Movement,Mrs. Sharmila B,B402
