day,time_range,teacher_id,teacher_name
fri,8:00 - 8:50 to 8:50 - 9:40,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
monday,10:00 - 10:50 to 10:50 - 11:40,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
monday,1:20 - 2:10 to 2:10 - 3:00,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
monday,3:00 - 3:50,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
monday,8:00 - 8:50,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
thur,10:00 - 10:50 to 10:50 - 11:40,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
thur,1:00 - 1:50,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
thur,2:00 - 2:50,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
thur,3:00 - 3:50,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
wed,8:00 - 8:50 to 8:50 - 9:40,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
wed,10:00 - 10:50,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
wed,11:00 - 11:50,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
tuesday,3:00 - 3:50,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
tuesday,4:00 - 4:50,1753,New Faculty Computer Science & Engineering (NS-New Staff-1)
