day,time_range,teacher_id,teacher_name
wed,3:00 - 3:50 to 3:50 - 4:40,1812,New Faculty Artificial Intelligence & Data Science (NS-NF2)
fri,3:00 - 3:50 to 3:50 - 4:40,1812,New Faculty Artificial Intelligence & Data Science (NS-NF2)
thur,1:00 - 1:50,1812,New Faculty Artificial Intelligence & Data Science (NS-NF2)
saturday,2:00 - 2:50,1812,New Faculty Artificial Intelligence & Data Science (NS-NF2)
tuesday,1:00 - 1:50,1812,New Faculty Artificial Intelligence & Data Science (NS-NF2)
