day,time_range,teacher_id,teacher_name
monday,5:10 - 6:00 to 6:00 - 6:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
monday,1:20 - 2:10 to 2:10 - 3:00,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
monday,4:00 - 4:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
monday,12:00 - 12:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
wed,8:00 - 8:50 to 8:50 - 9:40,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
wed,12:00 - 12:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
wed,2:00 - 2:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
tuesday,5:10 - 6:00 to 6:00 - 6:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
tuesday,2:00 - 2:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
tuesday,10:00 - 10:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
tuesday,11:00 - 11:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
thur,2:00 - 2:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
fri,8:00 - 8:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
fri,12:00 - 12:50,1754,New Faculty Computer Science & Engineering (NS-New Staff-2)
