Day,StartTime,EndTime,Course,Groups,Room
WEDNESDAY,08:00,08:50,DOWNSTREAM PROCESSING,BT 4.3,B415
SATURDAY,18:00,18:50,DOWNSTREAM PROCESSING,BT 4.3,B219
TUESDAY,10:00,10:50,DOWNSTREAM PROCESSING,BT 4.3,A110
