Day,StartTime,EndTime,Course,Groups,Room
FRIDAY,16:00,16:50,Object Oriented Programming Using JAVA,IT 2.3,B219
THURSDAY,10:00,10:50,Object Oriented Programming Using JAVA,IT 2.3,A311
THURSDAY,11:00,11:50,Object Oriented Programming Using JAVA,IT 2.3,B425
THURSDAY,11:50,13:30,Object Oriented Programming Using JAVA,IT 2.3,LIC Lab
FRIDAY,11:50,13:30,Object Oriented Programming Using JAVA,IT 2.3,JR3
WEDNESDAY,17:30,19:10,Object Oriented Programming Using JAVA,IT 2.3,Downstream Processing Lab
WEDNESDAY,15:50,17:30,Object Oriented Programming Using JAVA,IT 2.3,Chemical Reaction Engineering Lab
THURSDAY,18:00,18:50,Web Programming,IT 3.2,A211
TUESDAY,08:00,08:50,Web Programming,IT 3.2,B220
TUESDAY,16:00,16:50,Web Programming,IT 3.2,A210
SATURDAY,09:50,11:30,Web Programming,IT 3.2,KFL02
TUESDAY,11:50,13:30,Web Programming,IT 3.2,LIC Lab
SATURDAY,11:50,13:30,Web Programming,IT 3.2,Heat Transfer Lab
SATURDAY,08:00,09:40,Web Programming,IT 3.2,Concrete & Survey Lab
