Day,StartTime,EndTime,Course,Groups,Room
SATURDAY,15:00,15:50,Fourier series and Number theory,BME 2.2,A310
FRIDAY,08:00,08:50,Fourier series and Number theory,BME 2.2,B426
THURSDAY,18:00,18:50,Fourier series and Number theory,BME 2.2,A311
TUESDAY,11:00,11:50,Fourier series and Number theory,BME 2.2,A308
