Day,StartTime,EndTime,Course,Groups,Room
WEDNESDAY,09:00,09:50,Database Management Systems,CSE 2.5,A302
FRIDAY,11:00,11:50,Database Management Systems,CSE 2.5,C301
WEDNESDAY,10:00,10:50,Database Management Systems,CSE 2.5,B403
FRIDAY,11:50,13:30,Database Management Systems,CSE 2.5,Food Processing and Preservation Lab
THURSDAY,15:50,17:30,Database Management Systems,CSE 2.5,Aero CAD Lab
WEDNESDAY,11:50,13:30,Database Management Systems,CSE 2.5,TLFR5
MONDAY,11:50,13:30,Database Management Systems,CSE 2.5,Biochemistry Lab
THURSDAY,10:00,10:50,Web Programming,CSE 3.2,B218
THURSDAY,11:00,11:50,Web Programming,CSE 3.2,B403
TUESDAY,12:00,12:50,Web Programming,CSE 3.2,A102
THURSDAY,11:50,13:30,Web Programming,CSE 3.2,Microprocessor Lab-2
MONDAY,13:50,15:30,Web Programming,CSE 3.2,Power Electronics Lab
MONDAY,09:50,11:30,Web Programming,CSE 3.2,Auto CAD Lab
WEDNESDAY,13:50,15:30,Web Programming,CSE 3.2,Technical Analysis Lab
