Day,StartTime,EndTime,Course,Groups,Room
TUESDAY,11:00,11:50,Chemical Reaction Engineering I,CHEM 3.1,B402
TUESDAY,13:00,13:50,Chemical Reaction Engineering I,CHEM 3.1,B221
THURSDAY,08:00,08:50,Chemical Reaction Engineering I,CHEM 3.1,B419
MONDAY,13:50,15:30,Chemical Reaction Engineering  lab,CHEM 4.1,Chemical Reaction Engineering Lab
WEDNESDAY,11:50,13:30,Chemical Reaction Engineering  lab,CHEM 4.1,Chemical Reaction Engineering Lab
