Day,StartTime,EndTime,Course,Group,Room
THURSDAY,11:00,11:50,Indian Constitution and Freedom Movement,ECE 1.5,D211
MONDAY,10:00,10:50,Indian Constitution and Freedom Movement,ECE 1.5,D409
MONDAY,14:00,14:50,Indian Constitution and Freedom Movement,ECE 1.5,B409
SATURDAY,14:00,14:50,Heritage Of Tamils,AIDS 1.5,D402
MONDAY,08:00,08:50,Technical Communication -I,AUTO 1.1,A209
TUESDAY,08:00,08:50,Technical Communication -I,AUTO 1.1,A311
TUESDAY,14:00,14:50,Heritage Of Tamils,CSE 1.7,D109
WEDNESDAY,11:00,11:50,Indian Constitution and Freedom Movement,CSE 1.5,D210
MONDAY,09:00,09:50,Indian Constitution and Freedom Movement,CSE 1.5,B322
FRIDAY,10:00,10:50,Indian Constitution and Freedom Movement,CSE 1.5,D402
TUESDAY,15:00,15:50,Technical Communication -I,AIML 1.4,B423
WEDNESDAY,16:00,16:50,Technical Communication -I,AIML 1.4,A209
