Day,StartTime,EndTime,Course,Groups,Room
TUESDAY,15:50,17:30,Industrial Internship,ECE 3.4,Aircraft Structures Lab
THURSDAY,09:50,11:30,Industrial Internship,ECE 3.4,MEMS Lab
THURSDAY,12:00,12:50,Embedded Systems,ECE 4.3,C102
WEDNESDAY,16:00,16:50,Embedded Systems,ECE 4.3,B321
WEDNESDAY,10:00,10:50,Embedded Systems,ECE 4.3,B325
WEDNESDAY,11:50,13:30,Embedded Laboratory,ECE 4.1,Embedded System Laboratory (ECE)
WEDNESDAY,13:50,15:30,Embedded Laboratory,ECE 4.1,Embedded System Laboratory (ECE)
THURSDAY,08:00,09:40,Embedded Laboratory,ECE 4.1,Embedded System Laboratory (ECE)
SATURDAY,09:50,11:30,Embedded Laboratory,ECE 4.1,Embedded System Laboratory (ECE)
FRIDAY,17:30,19:10,Embedded Laboratory,ECE 4.4,Embedded System Laboratory (ECE)
FRIDAY,15:50,17:30,Embedded Laboratory,ECE 4.4,Embedded System Laboratory (ECE)
FRIDAY,11:50,13:30,Embedded Laboratory,ECE 4.4,Embedded System Laboratory (ECE)
SATURDAY,11:50,13:30,Embedded Laboratory,ECE 4.4,Embedded System Laboratory (ECE)
