Day,StartTime,EndTime,Course,Group,Room
MONDAY,10:00,10:50,Technical Communication -I,ECE 1.2,D710
TUESDAY,10:00,10:50,Technical Communication -I,ECE 1.2,D710
MONDAY,11:00,11:50,Heritage Of Tamils,ECE 1.6,B401
FRIDAY,11:00,11:50,Heritage Of Tamils,AIDS 1.2,A210
WEDNESDAY,12:00,12:50,Indian Constitution and Freedom Movement,CSE 1.3,D205
MONDAY,14:00,14:50,Indian Constitution and Freedom Movement,CSE 1.3,B106
MONDAY,13:00,13:50,Indian Constitution and Freedom Movement,CSE 1.3,B320
THURSDAY,14:00,14:50,Technical Communication -I,CSE 1.1,B423
MONDAY,12:00,12:50,Technical Communication -I,CSE 1.1,B212
THURSDAY,16:00,16:50,Indian Constitution and Freedom Movement,AIML 1.3,A102
TUESDAY,15:00,15:50,Indian Constitution and Freedom Movement,AIML 1.3,A302
FRIDAY,09:00,09:50,Indian Constitution and Freedom Movement,AIML 1.3,B302
