Day,StartTime,EndTime,Course,Groups,Room
THURSDAY,13:00,13:50,Manufacturing Technology,MCT 2.1,A310
TUESDAY,09:00,09:50,Manufacturing Technology,MCT 2.1,A305
WEDNESDAY,10:00,10:50,Manufacturing Technology,MCT 2.1,C307
SATURDAY,11:50,13:30,Manufacturing Technology,MCT 2.1,Metrology & Measurement Lab
TUESDAY,09:50,11:30,Manufacturing Technology,MCT 2.1,Livestock Lab
