Day,StartTime,EndTime,Course,Groups,Room
SATURDAY,13:50,15:30,Computer Aided Engineering Laboratory,MCT 4.1,MCT CAD Lab
SATURDAY,09:50,11:30,Computer Aided Engineering Laboratory,MCT 4.1,MCT CAD Lab
TUESDAY,15:00,15:50,Computer Aided Design and Manufacturing,MCT 4.1,B402
FRIDAY,12:00,12:50,Computer Aided Design and Manufacturing,MCT 4.1,C102
FRIDAY,11:00,11:50,Computer Aided Design and Manufacturing,MCT 4.1,B210
