Day,StartTime,EndTime,Course,Groups,Room
THURSDAY,09:00,09:50,Compressible Aerodynamics,AERO 3.1,A303
TUESDAY,11:00,11:50,Compressible Aerodynamics,AERO 3.1,A202
FRIDAY,10:00,10:50,Compressible Aerodynamics,AERO 3.1,C202
TUESDAY,08:00,08:50,Experimental Aerodynamics,AERO 4.1,B412
FRIDAY,11:00,11:50,Experimental Aerodynamics,AERO 4.1,B411
WEDNESDAY,12:00,12:50,Experimental Aerodynamics,AERO 4.1,B410
