Day,StartTime,EndTime,Course,Groups,Room
WEDNESDAY,12:00,12:50,Fundamentals of Machine Learning,AIML 2.1,A310
SATURDAY,11:00,11:50,Fundamentals of Machine Learning,AIML 2.1,B419
THURSDAY,11:00,11:50,Fundamentals of Machine Learning,AIML 2.1,C201
SATURDAY,11:50,13:30,Fundamentals of Machine Learning,AIML 2.1,Electrical Machines II Lab
TUESDAY,09:50,11:30,Fundamentals of Machine Learning,AIML 2.1,Strength of Materials Lab
SATURDAY,10:00,10:50,Framework for data and visual Analytics,AIML 3.1,C102
FRIDAY,17:00,17:50,Framework for data and visual Analytics,AIML 3.1,B210
THURSDAY,10:00,10:50,Framework for data and visual Analytics,AIML 3.1,A308
FRIDAY,11:50,13:30,Framework for data and visual Analytics,AIML 3.1,KFL03
FRIDAY,09:50,11:30,Framework for data and visual Analytics,AIML 3.1,TLGL3
