Day,StartTime,EndTime,Course,Groups,Room
FRIDAY,14:00,14:50,Avionics,AERO 4.1,B425
THURSDAY,12:00,12:50,Avionics,AERO 4.1,C307
MONDAY,11:00,11:50,Avionics,AERO 4.1,B107
MONDAY,11:50,13:30,Avionics,AERO 4.1,TLGL4
TUESDAY,09:50,11:30,Avionics,AERO 4.1,Digital Lab-1
