Day,StartTime,EndTime,Course,Groups,Room
THURSDAY,08:00,08:50,Computer Vision and Applications,AIML 3.1,C301
TUESDAY,18:00,18:50,Computer Vision and Applications,AIML 3.1,A109
WEDNESDAY,15:50,17:30,Computer Vision and Applications,AIML 3.1,Digital Lab-1
THURSDAY,11:50,13:30,Computer Vision and Applications,AIML 3.1,TLFL2
FRIDAY,14:00,14:50,Computer Vision and Applications,AIML 3.3,C202
THURSDAY,14:00,14:50,Computer Vision and Applications,AIML 3.3,B221
WEDNESDAY,11:50,13:30,Computer Vision and Applications,AIML 3.3,TLFL4
WEDNESDAY,09:50,11:30,Computer Vision and Applications,AIML 3.3,KFL03
SATURDAY,11:00,11:50,Big Data Technology,AIML 4.1,A202
SATURDAY,10:00,10:50,Big Data Technology,AIML 4.1,B405
FRIDAY,11:00,11:50,Big Data Technology,AIML 4.1,A211
SATURDAY,11:50,13:30,Big Data Technology,AIML 4.1,KFL02
FRIDAY,11:50,13:30,Big Data Technology,AIML 4.1,Computer Application in Chemical Engg Lab
