Day,StartTime,EndTime,Course,Group,Room
MONDAY,08:00,08:50,Indian Constitution and Freedom Movement,ECE 1.6,A305
TUESDAY,09:00,09:50,Indian Constitution and Freedom Movement,ECE 1.6,D405
MONDAY,10:00,10:50,Indian Constitution and Freedom Movement,ECE 1.6,D204
FRIDAY,10:00,10:50,Technical Communication -I,IT 1.1,A203
FRIDAY,09:00,09:50,Technical Communication -I,IT 1.1,A104/105
MONDAY,15:00,15:50,Heritage Of Tamils,AUTO 1.1,C202
SATURDAY,13:00,13:50,Technical Communication -I,BT 1.1,D409
THURSDAY,15:00,15:50,Technical Communication -I,BT 1.1,B222
WEDNESDAY,08:00,08:50,Heritage Of Tamils,CSE 1.10,A305
WEDNESDAY,10:00,10:50,Technical Communication -I,AIML 1.1,D209
FRIDAY,11:00,11:50,Technical Communication -I,AIML 1.1,D111
