Day,StartTime,EndTime,Course,Groups,Room
TUESDAY,13:00,13:50,Chemical Process Industries,CHEM 2.1,A302
MONDAY,09:00,09:50,Chemical Process Industries,CHEM 2.1,A108
FRIDAY,10:00,10:50,Chemical Process Industries,CHEM 2.1,C302
