Day,StartTime,EndTime,Course,Group,Room
MONDAY,13:20,15:00,Engineering Practices - Civil & Mechanical,FT 1.1,Machine Shop FF2 - EPL - 2
TUESDAY,08:00,09:40,Engineering Practices - Civil & Mechanical,FT 1.1,Machine Shop FF3 - EPL - 3
TUESDAY,15:00,16:40,Engineering Practices - Civil & Mechanical,BT 1.1,Machine Shop FF2 - EPL - 2
SATURDAY,08:00,09:40,Engineering Practices - Civil & Mechanical,BT 1.1,Machine Shop FF1 - EPL - 1
TUESDAY,12:00,12:50,Engineering Graphics,BT 1.1,D305
TUESDAY,12:00,12:50,Engineering Graphics,BT 1.1,D305
TUESDAY,12:00,12:50,Engineering Graphics,BT 1.1,D305
TUESDAY,12:00,12:50,Engineering Graphics,BT 1.1,D305
TUESDAY,12:00,12:50,Engineering Graphics,BT 1.1,D305
TUESDAY,12:00,12:50,Engineering Graphics,BT 1.1,D305
