Day,StartTime,EndTime,Course,Group,Room
WEDNESDAY,15:00,15:50,Heritage Of Tamils,AIDS 1.3,B403
THURSDAY,09:00,09:50,Heritage Of Tamils,IT 1.3,B423
SATURDAY,10:00,10:50,Technical Communication -I,BT 1.3,A304
SATURDAY,15:00,15:50,Technical Communication -I,BT 1.3,A311
TUESDAY,14:00,14:50,Heritage Of Tamils,CSE 1.13,A311
FRIDAY,10:00,10:50,Indian Constitution and Freedom Movement,CSE 1.10,B220
TUESDAY,10:00,10:50,Indian Constitution and Freedom Movement,CSE 1.10,B409
MONDAY,15:00,15:50,Indian Constitution and Freedom Movement,CSE 1.10,B218
FRIDAY,16:00,16:50,Heritage Of Tamils,MECH 1.1,D302
SATURDAY,13:00,13:50,Technical Communication -I,AIML 1.3,A102
SATURDAY,11:00,11:50,Technical Communication -I,AIML 1.3,C307
