Day,StartTime,EndTime,Course,Groups,Room
TUESDAY,14:00,14:50,Chemical Process Calculations,CHEM 2.1,A203
MONDAY,10:00,10:50,Chemical Process Calculations,CHEM 2.1,B404
THURSDAY,08:00,08:50,Chemical Process Calculations,CHEM 2.1,C201
