Day,StartTime,EndTime,Course,Groups,Room
WEDNESDAY,17:00,17:50,Environmental Technology,CHEM 4.1,B402
THURSDAY,11:00,11:50,Environmental Technology,CHEM 4.1,B416
MONDAY,09:00,09:50,Environmental Technology,CHEM 4.1,A110
