Day,StartTime,EndTime,Course,Groups,Room
MONDAY,10:00,10:50,Power System Analysis,EEE 3.2,B411
MONDAY,18:00,18:50,Power System Analysis,EEE 3.2,C101
THURSDAY,15:00,15:50,Power System Analysis,EEE 3.2,A302
WEDNESDAY,08:00,08:50,Power System Operation and Control,EEE 4.2,B106
WEDNESDAY,11:00,11:50,Power System Operation and Control,EEE 4.2,B222
MONDAY,11:00,11:50,Power System Operation and Control,EEE 4.2,B218
WEDNESDAY,11:50,13:30,Power System Operation and Control,EEE 4.2,Power System Simulation Lab
MONDAY,11:50,13:30,Power System Operation and Control,EEE 4.2,Power System Simulation Lab
