Day,StartTime,EndTime,Course,Groups,Room
WEDNESDAY,11:00,11:50,Theory of Computation,CSE 3.2,A305
THURSDAY,08:00,08:50,Theory of Computation,CSE 3.2,B424
WEDNESDAY,10:00,10:50,Theory of Computation,CSE 3.2,B322
FRIDAY,14:00,14:50,Theory of Computation,CSE 3.2,A310
