Day,StartTime,EndTime,Course,Group,Room
THURSDAY,11:00,11:50,Technical Communication -I,CIVIL 1.1,C103
TUESDAY,14:00,14:50,Technical Communication -I,CIVIL 1.1,C103
TUESDAY,11:00,11:50,Indian Constitution and Freedom Movement,EEE 1.1,A108
FRIDAY,13:00,13:50,Indian Constitution and Freedom Movement,EEE 1.1,D611
WEDNESDAY,09:00,09:50,Indian Constitution and Freedom Movement,EEE 1.1,D110
THURSDAY,16:00,16:50,Technical Communication -I,AIDS 1.2,D311
WEDNESDAY,10:00,10:50,Technical Communication -I,AIDS 1.2,B302
TUESDAY,08:00,08:50,Heritage Of Tamils,IT 1.5,D410
WEDNESDAY,08:00,08:50,Indian Constitution and Freedom Movement,CSE 1.13,B107
THURSDAY,13:00,13:50,Indian Constitution and Freedom Movement,CSE 1.13,D612
THURSDAY,08:00,08:50,Indian Constitution and Freedom Movement,CSE 1.13,B404
WEDNESDAY,11:00,11:50,Heritage Of Tamils,CSBS 1.2,B107
WEDNESDAY,15:00,15:50,Technical Communication -I,AERO 1.1,C201
FRIDAY,08:00,08:50,Technical Communication -I,AERO 1.1,D111
