Day,StartTime,EndTime,Course,Groups,Room
THURSDAY,08:00,08:50,Applied Thermodynamics,AUTO 2.1,B404
THURSDAY,10:00,10:50,Applied Thermodynamics,AUTO 2.1,B325
TUESDAY,14:00,14:50,Applied Thermodynamics,AUTO 2.1,B403
WEDNESDAY,11:50,13:30,Applied Thermodynamics,AUTO 2.1,Thermal Lab 2
