Day,StartTime,EndTime,Course,Groups,Room
WEDNESDAY,11:00,11:50,Electric and Hybrid Vehicles - II,AUTO 3.1,B424
THURSDAY,16:00,16:50,Electric and Hybrid Vehicles - II,AUTO 3.1,A302
FRIDAY,11:00,11:50,Electric and Hybrid Vehicles - II,AUTO 3.1,B320
WEDNESDAY,11:50,13:30,Electric and Hybrid Vehicles - II,AUTO 3.1,Auto CAD Lab
MONDAY,09:50,11:30,AI and ML for Automobile  Engineers,AUTO 4.1,Engineering Practices Lab (Electronics)
MONDAY,13:50,15:30,AI and ML for Automobile  Engineers,AUTO 4.1,Engineering Practices Lab (Electronics)
MONDAY,15:50,17:30,AI and ML for Automobile  Engineers,AUTO 4.1,Engineering Practices Lab (Electronics)
