Day,StartTime,EndTime,Course,Group,Room
MONDAY,08:00,08:50,Chemistry For Electronics Engineering,ECE 1.3,A110
MONDAY,15:00,15:50,Chemistry For Electronics Engineering,ECE 1.3,C101
THURSDAY,15:00,15:50,Chemistry For Electronics Engineering,ECE 1.3,B416
MONDAY,10:00,11:40,Chemistry For Electronics Engineering,ECE 1.3,Chemistry Lab
TUESDAY,08:00,09:40,Chemistry For Electronics Engineering,ECE 1.3,Chemistry Lab
THURSDAY,09:00,09:50,Environmental Science and Engineering,CHEM 1.1,A205
MONDAY,13:00,13:50,Environmental Science and Engineering,CHEM 1.1,A302
MONDAY,14:00,14:50,Environmental Science and Engineering,CHEM 1.1,C302
TUESDAY,11:00,11:50,Environmental Science and Engineering,MCT 1.1,B411
SATURDAY,10:00,10:50,Environmental Science and Engineering,MCT 1.1,D205
THURSDAY,13:00,13:50,Environmental Science and Engineering,MCT 1.1,D305
