Day,StartTime,EndTime,Course,Groups,Room
THURSDAY,18:00,18:50,Measurements and Instrumentation,EEE 2.1,B325
MONDAY,11:00,11:50,Measurements and Instrumentation,EEE 2.1,A305
FRIDAY,17:00,17:50,Measurements and Instrumentation,EEE 2.1,B415
TUESDAY,08:00,09:40,Control and Instrumentation Laboratory,EEE 3.1,Power System Simulation Lab
THURSDAY,11:50,13:30,Control and Instrumentation Laboratory,EEE 3.1,Power System Simulation Lab
