Day,StartTime,EndTime,Course,Groups,Room
TUESDAY,18:00,18:50,Design and Analysis of Algorithms,IT 2.1,A211
SATURDAY,10:00,10:50,Design and Analysis of Algorithms,IT 2.1,A303
TUESDAY,11:00,11:50,Design and Analysis of Algorithms,IT 2.1,A108
TUESDAY,11:50,13:30,Design and Analysis of Algorithms,IT 2.1,TLFR3
FRIDAY,15:50,17:30,Design and Analysis of Algorithms,IT 2.1,Fluid Mechanics Lab
THURSDAY,11:50,13:30,Soft Skills – II,IT 3.1,TLFR3
WEDNESDAY,11:50,13:30,Soft Skills – II,IT 3.1,Mech CAD Lab
FRIDAY,14:00,14:50,Web Programming,IT 3.3,A110
SATURDAY,18:00,18:50,Web Programming,IT 3.3,A211
SATURDAY,11:00,11:50,Web Programming,IT 3.3,B424
WEDNESDAY,09:50,11:30,Web Programming,IT 3.3,Heat Transfer Lab
THURSDAY,08:00,09:40,Web Programming,IT 3.3,Concrete & Survey Lab
TUESDAY,13:50,15:30,Web Programming,IT 3.3,Embedded System Laboratory(EEE)
SATURDAY,11:50,13:30,Web Programming,IT 3.3,JL3
