Day,StartTime,EndTime,Course,Group,Room
FRIDAY,15:00,15:50,Design Drawing and Sketching,CSD 1.1,D311
TUESDAY,11:00,11:50,Design Drawing and Sketching,CSD 1.1,B402
FRIDAY,09:00,09:50,Design Drawing and Sketching,CSD 1.1,B222
