Day,StartTime,EndTime,Course,Groups,Room
TUESDAY,12:00,12:50,Digital Principles and System Design,ECE 2.5,A103
SATURDAY,16:00,16:50,Digital Principles and System Design,ECE 2.5,B222
FRIDAY,11:00,11:50,Digital Principles and System Design,ECE 2.5,B220
THURSDAY,13:00,13:50,Control System Engineering,ECE 3.3,B416
TUESDAY,08:00,08:50,Control System Engineering,ECE 3.3,B425
FRIDAY,13:00,13:50,Control System Engineering,ECE 3.3,B401
