Day,StartTime,EndTime,Course,Groups,Room
TUESDAY,10:00,10:50,Database Management Systems,IT 2.1,B425
THURSDAY,12:00,12:50,Database Management Systems,IT 2.1,A302
FRIDAY,14:00,14:50,Database Management Systems,IT 2.1,B404
WEDNESDAY,11:50,13:30,Database Management Systems,IT 2.1,KFR02
FRIDAY,09:50,11:30,Database Management Systems,IT 2.1,TLFL1
FRIDAY,11:50,13:30,Database Management Systems,IT 2.1,Fluid Mechanics Lab
SATURDAY,11:50,13:30,Database Management Systems,IT 2.1,TLFL1
WEDNESDAY,08:00,08:50,Database Management Systems,IT 2.5,C102
SATURDAY,18:00,18:50,Database Management Systems,IT 2.5,A208
TUESDAY,11:00,11:50,Database Management Systems,IT 2.5,B401
WEDNESDAY,09:50,11:30,Database Management Systems,IT 2.5,TLGL4
THURSDAY,13:50,15:30,Database Management Systems,IT 2.5,Thermal Lab 1
THURSDAY,15:50,17:30,Database Management Systems,IT 2.5,Food Chemistry Lab
TUESDAY,11:50,13:30,Database Management Systems,IT 2.5,Microprocessor Lab-1
