Day,StartTime,EndTime,Course,Group,Room
FRIDAY,10:00,10:50,Technical Communication -I,ECE 1.3,D409
WEDNESDAY,09:00,09:50,Technical Communication -I,ECE 1.3,C102
WEDNESDAY,13:00,13:50,Indian Constitution and Freedom Movement,AIDS 1.1,A204
TUESDAY,15:00,15:50,Indian Constitution and Freedom Movement,AIDS 1.1,B321
SATURDAY,12:00,12:50,Indian Constitution and Freedom Movement,AIDS 1.1,D310
WEDNESDAY,11:00,11:50,Technical Communication -I,CSE-CS 1.1,B405
MONDAY,10:00,10:50,Technical Communication -I,CSE-CS 1.1,A302
TUESDAY,14:00,14:50,Heritage Of Tamils,CSE-CS 1.1,A102
MONDAY,11:00,11:50,Heritage Of Tamils,CSE 1.4,D612
THURSDAY,16:00,16:50,Technical Communication -I,MCT 1.2,B409
FRIDAY,12:00,12:50,Technical Communication -I,MCT 1.2,C308
