Day,StartTime,EndTime,Course,Group,Room
SATURDAY,11:00,11:50,Technical Communication I,EEE 1.2,D611
SATURDAY,15:00,15:50,Technical Communication I,EEE 1.2,C201
THURSDAY,11:00,11:50,Heritage Of Tamils,ECE 1.7,A108
WEDNESDAY,08:00,08:50,Indian Constitution and Freedom Movement,AIDS 1.3,A310
SATURDAY,10:00,10:50,Indian Constitution and Freedom Movement,AIDS 1.3,A310
THURSDAY,14:00,14:50,Indian Constitution and Freedom Movement,AIDS 1.3,D203
MONDAY,10:00,10:50,Indian Constitution and Freedom Movement,CSE-CS 1.3,B411
TUESDAY,16:00,16:50,Indian Constitution and Freedom Movement,CSE-CS 1.3,A210
MONDAY,13:00,13:50,Indian Constitution and Freedom Movement,CSE-CS 1.3,C301
TUESDAY,14:00,14:50,Heritage Of Tamils,CSE 1.12,C101
MONDAY,14:00,14:50,Technical Communication -I,CSE 1.12,D110
THURSDAY,16:00,16:50,Technical Communication -I,CSE 1.12,A208
SATURDAY,14:00,14:50,Heritage Of Tamils,AIML 1.2,A311
