Day,StartTime,EndTime,Course,Groups,Room
THURSDAY,18:00,18:50,Petroleum chemistry and Refining Fundamemtals,CHEM 3.1,A208
MONDAY,10:00,10:50,Petroleum chemistry and Refining Fundamemtals,CHEM 3.1,A205
FRIDAY,16:00,16:50,Petroleum chemistry and Refining Fundamemtals,CHEM 3.1,B426
THURSDAY,11:50,13:30,Process Control Lab,CHEM 4.1,Process Control Lab
WEDNESDAY,11:50,13:30,Process Control Lab,CHEM 4.1,Process Control Lab
WEDNESDAY,09:50,11:30,Process Control Lab,CHEM 4.1,Process Control Lab
MONDAY,11:50,13:30,Process Control Lab,CHEM 4.1,Process Control Lab
WEDNESDAY,08:00,08:50,Transport Phenomena,CHEM 4.1,B423
MONDAY,08:00,08:50,Transport Phenomena,CHEM 4.1,A103
FRIDAY,18:00,18:50,Transport Phenomena,CHEM 4.1,B221
TUESDAY,10:00,10:50,Transport Phenomena,CHEM 4.1,B212
