Day,StartTime,EndTime,Course,Groups,Room
SATURDAY,10:00,10:50,Transforms and Applied Partial Differential Equations,BT 2.2,B417
SATURDAY,08:00,08:50,Transforms and Applied Partial Differential Equations,BT 2.2,B107
TUESDAY,14:00,14:50,Transforms and Applied Partial Differential Equations,BT 2.2,A108
WEDNESDAY,10:00,10:50,Transforms and Applied Partial Differential Equations,BT 2.2,A305
