Day,StartTime,EndTime,Course,Groups,Room
FRIDAY,08:00,08:50,Fundamentals of Mobile Computing,CSE 3.4,A304
WEDNESDAY,11:00,11:50,Fundamentals of Mobile Computing,CSE 3.4,A309
MONDAY,17:00,17:50,Fundamentals of Mobile Computing,CSE 3.4,B106
