Day,StartTime,EndTime,Course,Groups,Room
WEDNESDAY,09:00,09:50,Data Mining and Analytics,CSBS 3.1,B302
TUESDAY,11:00,11:50,Data Mining and Analytics,CSBS 3.1,B221
WEDNESDAY,08:00,08:50,Data Mining and Analytics,CSBS 3.1,A202
WEDNESDAY,11:50,13:30,Data Mining and Analytics,CSBS 3.1,Soil Mechanics & Highway Lab
TUESDAY,11:50,13:30,Data Mining and Analytics,CSBS 3.1,Digital Lab-1
WEDNESDAY,10:00,10:50,Modern Web Applications,CSBS 4.2,B405
FRIDAY,14:00,14:50,Modern Web Applications,CSBS 4.2,B416
MONDAY,09:00,09:50,Modern Web Applications,CSBS 4.2,B211
MONDAY,11:50,13:30,Modern Web Applications,CSBS 4.2,Heat Transfer Lab
MONDAY,09:50,11:30,Modern Web Applications,CSBS 4.2,MCT CAD Lab
