Day,StartTime,EndTime,Course,Groups,Room
FRIDAY,11:50,13:30,Internship,MCT 3.1,TLFL4
SATURDAY,11:50,13:30,Internship,MCT 3.1,KFL03
FRIDAY,09:50,11:30,Industrial Electronics Laboratory,MCT 3.1,Power Electronics Lab
TUESDAY,11:50,13:30,Industrial Electronics Laboratory,MCT 3.1,Power Electronics Lab
WEDNESDAY,12:00,12:50,Industrial Electronics,MCT 3.1,A309
TUESDAY,08:00,08:50,Industrial Electronics,MCT 3.1,B418
TUESDAY,11:00,11:50,Industrial Electronics,MCT 3.1,B415
