Day,StartTime,EndTime,Course,Group,Room
FRIDAY,14:00,14:50,Basic Electrical and Electronics Engineering,CSE 1.12,B422
THURSDAY,15:00,15:50,Basic Electrical and Electronics Engineering,CSE 1.12,B403
FRIDAY,16:00,16:50,Basic Electrical and Electronics Engineering,CSE 1.12,D202
MONDAY,15:00,16:40,Basic Electrical and Electronics Engineering,CSE 1.12,Basic Electronics Lab-1
MONDAY,09:00,09:50,Basic Electrical and Electronics Engineering,CSE 1.12,Basic Electronics Lab-1
FRIDAY,15:00,15:50,Basic Electrical and Electronics Engineering,AIML 1.3,B412
FRIDAY,11:00,11:50,Basic Electrical and Electronics Engineering,AIML 1.3,D703
TUESDAY,12:00,12:50,Basic Electrical and Electronics Engineering,AIML 1.3,D702
SATURDAY,08:00,09:40,Basic Electrical and Electronics Engineering,AIML 1.3,Basic Electronics Lab-1
FRIDAY,10:00,10:50,Basic Electrical and Electronics Engineering,AIML 1.3,Basic Electronics Lab-1
