Day,StartTime,EndTime,Course,Groups,Room
MONDAY,14:00,14:50,Fundamentals of Embedded Systems,EEE 4.1,B419
FRIDAY,10:00,10:50,Fundamentals of Embedded Systems,EEE 4.1,B425
TUESDAY,09:00,09:50,Fundamentals of Embedded Systems,EEE 4.1,B212
