Day,StartTime,EndTime,Course,Groups,Room
FRIDAY,11:00,11:50,Production Technology - II,AUTO 2.1,C308
FRIDAY,15:00,15:50,Production Technology - II,AUTO 2.1,A303
MONDAY,13:00,13:50,Production Technology - II,AUTO 2.1,A110
FRIDAY,11:50,13:30,Production Technology - II,AUTO 2.1,Manufacturing Technology I
TUESDAY,11:00,11:50,Fundamentals of Management for Engineers,AUTO 3.1,B106
WEDNESDAY,09:00,09:50,Fundamentals of Management for Engineers,AUTO 3.1,B212
TUESDAY,10:00,10:50,Fundamentals of Management for Engineers,AUTO 3.1,B401
