Day,StartTime,EndTime,Course,Group,Room
THURSDAY,14:00,14:50,Technical Communication I,EEE 1.1,D704
FRIDAY,14:00,14:50,Technical Communication I,EEE 1.1,D511
WEDNESDAY,14:00,14:50,Indian Constitution and Freedom Movement,AIDS 1.2,A304
TUESDAY,09:00,09:50,Indian Constitution and Freedom Movement,AIDS 1.2,B302
SATURDAY,11:00,11:50,Indian Constitution and Freedom Movement,AIDS 1.2,B212
TUESDAY,12:00,12:50,Heritage Of Tamils,CSE 1.1,B210
MONDAY,15:00,15:50,Technical Communication -I,CSE 1.13,B404
FRIDAY,09:00,09:50,Technical Communication -I,CSE 1.13,A202
TUESDAY,08:00,08:50,Heritage Of Tamils,BME 1.1,B302
FRIDAY,08:00,08:50,Technical Communication -I,MCT 1.1,D711
THURSDAY,09:00,09:50,Technical Communication -I,MCT 1.1,D305
