Day,StartTime,EndTime,Course,Groups,Room
THURSDAY,17:00,17:50,Industry training during vacation,FT 3.1,A110
TUESDAY,11:00,11:50,Innovation and Design thinking for Food Technologists,FT 4.1,A310
TUESDAY,10:00,10:50,Innovation and Design thinking for Food Technologists,FT 4.1,C302
SATURDAY,09:00,09:50,Innovation and Design thinking for Food Technologists,FT 4.1,A304
