Day,StartTime,EndTime,Course,Groups,Room
SATURDAY,10:00,10:50,Digital Principles and System Design,ECE 2.4,B416
WEDNESDAY,09:00,09:50,Digital Principles and System Design,ECE 2.4,C301
FRIDAY,18:00,18:50,Digital Principles and System Design,ECE 2.4,B405
