Day,StartTime,EndTime,Course,Groups,Room
WEDNESDAY,09:00,09:50,Fourier series and Number theory,EEE 2.1,A102
THURSDAY,14:00,14:50,Fourier series and Number theory,EEE 2.1,A311
THURSDAY,10:00,10:50,Fourier series and Number theory,EEE 2.1,B322
FRIDAY,18:00,18:50,Fourier series and Number theory,EEE 2.1,B321
