Day,StartTime,EndTime,Course,Groups,Room
FRIDAY,11:50,13:30,Python Programming for Design,CSD 2.1,TLGL2
SATURDAY,17:30,19:10,Python Programming for Design,CSD 2.1,KSL03
FRIDAY,15:50,17:30,Python Programming for Design,CSD 2.1,TLGL1
WEDNESDAY,11:00,11:50,Graphics and Multimedia,CSD 3.1,B412
WEDNESDAY,10:00,10:50,Graphics and Multimedia,CSD 3.1,B411
WEDNESDAY,11:50,13:30,Graphics and Multimedia,CSD 3.1,Vehicle Maintenance Lab
TUESDAY,09:50,11:30,Graphics and Multimedia,CSD 3.1,Microprocessor and Microcontrollers Lab
