Day,StartTime,EndTime,Course,Group,Room
SATURDAY,15:00,15:50,Digital Logic and Computer Architecture,IT 2.1,A202
SATURDAY,16:00,16:50,Digital Logic and Computer Architecture,IT 2.1,A202
SATURDAY,17:00,17:50,Digital Logic and Computer Architecture,IT 2.1,A202
TUESDAY,15:50,17:30,Digital Logic and Computer Architecture,IT 2.1,KFR01
FRIDAY,17:30,19:10,Digital Logic and Computer Architecture,IT 2.1,KFL03
TUESDAY,18:00,18:50,Digital Logic and Computer Architecture,IT 2.4,A203
WEDNESDAY,12:00,12:50,Digital Logic and Computer Architecture,IT 2.4,A203
WEDNESDAY,13:00,13:50,Digital Logic and Computer Architecture,IT 2.4,A203
THURSDAY,13:50,15:30,Digital Logic and Computer Architecture,IT 2.4,KFR01
THURSDAY,15:50,17:30,Digital Logic and Computer Architecture,IT 2.4,KFR01
