Day,StartTime,EndTime,Course,Groups,Room
TUESDAY,16:00,16:50,Computer Architecture,CSE 2.9,A308
FRIDAY,16:00,16:50,Computer Architecture,CSE 2.9,A202
THURSDAY,11:00,11:50,Computer Architecture,CSE 2.9,C103
THURSDAY,10:00,10:50,Fundamentals of Data Science,CSE 2.8,B321
MONDAY,09:00,09:50,Fundamentals of Data Science,CSE 2.8,A310
THURSDAY,18:00,18:50,Fundamentals of Data Science,CSE 2.8,B210
FRIDAY,11:50,13:30,Fundamentals of Data Science,CSE 2.8,Particle Science and Technology Lab
MONDAY,11:50,13:30,Fundamentals of Data Science,CSE 2.8,Physics LAB - 1
