Day,StartTime,EndTime,Course,Group,Room
TUESDAY,11:00,11:50,Indian Constitution and Freedom Movement,CSE 1.12,B422
WEDNESDAY,11:00,11:50,Indian Constitution and Freedom Movement,CSE 1.12,A204
FRIDAY,11:00,11:50,Indian Constitution and Freedom Movement,CSE 1.12,C101
THURSDAY,12:00,12:50,Technical Communication -I,CSE 1.8,D612
WEDNESDAY,12:00,12:50,Technical Communication -I,CSE 1.8,B401
FRIDAY,13:00,13:50,Indian Constitution and Freedom Movement,AIML 1.4,D205
WEDNESDAY,10:00,10:50,Indian Constitution and Freedom Movement,AIML 1.4,A108
THURSDAY,14:00,14:50,Indian Constitution and Freedom Movement,AIML 1.4,A209
SATURDAY,12:00,12:50,Heritage Of Tamils,BME 1.2,C102
MONDAY,12:00,12:50,Business Communication and Value Science – I,CSBS 1.2,B425
FRIDAY,09:00,09:50,Business Communication and Value Science – I,CSBS 1.2,D611
MONDAY,16:00,16:50,Technical Communication -I,CSBS 1.2,A308
WEDNESDAY,15:00,15:50,Technical Communication -I,CSBS 1.2,A311
SATURDAY,11:00,11:50,Heritage Of Tamils,MCT 1.2,B401
