Day,StartTime,EndTime,Course,Group,Room
THURSDAY,16:00,16:50,Basic Electrical Engineering,R&A 1.1,C101
TUESDAY,13:00,13:50,Basic Electrical Engineering,R&A 1.1,D205
TUESDAY,14:00,14:50,Basic Electrical Engineering,R&A 1.1,D405
TUESDAY,08:00,09:40,Basic Electrical Engineering,R&A 1.1,Electrical Machines I Lab
THURSDAY,10:00,11:40,Basic Electrical Engineering,R&A 1.1,Electrical Machines I Lab
THURSDAY,12:00,12:50,Basic Electrical Engineering,MCT 1.2,A310
FRIDAY,08:00,08:50,Basic Electrical Engineering,MCT 1.2,B409
TUESDAY,15:00,15:50,Basic Electrical Engineering,MCT 1.2,D111
SATURDAY,11:50,13:20,Basic Electrical Engineering,MCT 1.2,Electrical Machines I Lab
WEDNESDAY,13:20,15:00,Basic Electrical Engineering,MCT 1.2,Electrical Machines II Lab
